proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8001,7555,2975,2076
2,10000,8091,7616,3009,2092
3,10000,8606,8222,2867,1485
4,10000,8552,8128,2901,1523
5,10000,8898,8526,2977,2203
6,10000,8820,8458,2845,2080
