cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.856874,0.000189,85.059586,567.063907
II,0.814012,0.000180,80.804786,538.698573
III,0.287789,0.000063,28.568051,190.453676
IV,0.151207,0.000033,15.009959,100.066392
