cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.839262,0.000980,441.009618,2940.064120
II,0.793979,0.000927,417.214233,2781.428217
III,0.266019,0.000311,139.785674,931.904493
IV,0.118995,0.000139,62.528525,416.856831
